,index,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,CPI
0,34342,CAN,CPI,ENRG,AGRWTH,M,Jan-62,0.0
1,34343,CAN,CPI,ENRG,AGRWTH,M,Feb-62,0.0
2,34344,CAN,CPI,ENRG,AGRWTH,M,Mar-62,0.0
3,34345,CAN,CPI,ENRG,AGRWTH,M,Apr-62,-0.8695652
4,34346,CAN,CPI,ENRG,AGRWTH,M,May-62,0.0
5,34347,CAN,CPI,ENRG,AGRWTH,M,Jun-62,0.8849558
6,34348,CAN,CPI,ENRG,AGRWTH,M,Jul-62,0.0
7,34349,CAN,CPI,ENRG,AGRWTH,M,Aug-62,-0.8695652
8,34350,CAN,CPI,ENRG,AGRWTH,M,Sep-62,-0.8695652
9,34351,CAN,CPI,ENRG,AGRWTH,M,Oct-62,-1.73913
10,34352,CAN,CPI,ENRG,AGRWTH,M,Nov-62,-1.73913
11,34353,CAN,CPI,ENRG,AGRWTH,M,Dec-62,0.0
12,34354,CAN,CPI,ENRG,AGRWTH,M,Jan-63,-2.608696
13,34355,CAN,CPI,ENRG,AGRWTH,M,Feb-63,-1.73913
14,34356,CAN,CPI,ENRG,AGRWTH,M,Mar-63,-2.608696
15,34357,CAN,CPI,ENRG,AGRWTH,M,Apr-63,-0.877193
16,34358,CAN,CPI,ENRG,AGRWTH,M,May-63,-0.877193
17,34359,CAN,CPI,ENRG,AGRWTH,M,Jun-63,-0.877193
18,34360,CAN,CPI,ENRG,AGRWTH,M,Jul-63,-3.508772
19,34361,CAN,CPI,ENRG,AGRWTH,M,Aug-63,-1.754386
20,34362,CAN,CPI,ENRG,AGRWTH,M,Sep-63,-1.754386
21,34363,CAN,CPI,ENRG,AGRWTH,M,Oct-63,-0.8849558
22,34364,CAN,CPI,ENRG,AGRWTH,M,Nov-63,-0.8849558
23,34365,CAN,CPI,ENRG,AGRWTH,M,Dec-63,-0.8849558
24,34366,CAN,CPI,ENRG,AGRWTH,M,Jan-64,0.0
25,34367,CAN,CPI,ENRG,AGRWTH,M,Feb-64,-0.8849558
26,34368,CAN,CPI,ENRG,AGRWTH,M,Mar-64,0.8928571
27,34369,CAN,CPI,ENRG,AGRWTH,M,Apr-64,0.0
28,34370,CAN,CPI,ENRG,AGRWTH,M,May-64,0.0
29,34371,CAN,CPI,ENRG,AGRWTH,M,Jun-64,0.0
30,34372,CAN,CPI,ENRG,AGRWTH,M,Jul-64,2.727273
31,34373,CAN,CPI,ENRG,AGRWTH,M,Aug-64,0.8928571
32,34374,CAN,CPI,ENRG,AGRWTH,M,Sep-64,0.8928571
33,34375,CAN,CPI,ENRG,AGRWTH,M,Oct-64,0.0
34,34376,CAN,CPI,ENRG,AGRWTH,M,Nov-64,0.0
35,34377,CAN,CPI,ENRG,AGRWTH,M,Dec-64,0.0
36,34378,CAN,CPI,ENRG,AGRWTH,M,Jan-65,0.8928571
37,34379,CAN,CPI,ENRG,AGRWTH,M,Feb-65,0.8928571
38,34380,CAN,CPI,ENRG,AGRWTH,M,Mar-65,-0.8849558
39,34381,CAN,CPI,ENRG,AGRWTH,M,Apr-65,-0.8849558
40,34382,CAN,CPI,ENRG,AGRWTH,M,May-65,0.0
41,34383,CAN,CPI,ENRG,AGRWTH,M,Jun-65,0.0
42,34384,CAN,CPI,ENRG,AGRWTH,M,Jul-65,-0.8849558
43,34385,CAN,CPI,ENRG,AGRWTH,M,Aug-65,-0.8849558
44,34386,CAN,CPI,ENRG,AGRWTH,M,Sep-65,0.0
45,34387,CAN,CPI,ENRG,AGRWTH,M,Oct-65,0.8928571
46,34388,CAN,CPI,ENRG,AGRWTH,M,Nov-65,0.8928571
47,34389,CAN,CPI,ENRG,AGRWTH,M,Dec-65,0.8928571
48,34390,CAN,CPI,ENRG,AGRWTH,M,Jan-66,0.0
49,34391,CAN,CPI,ENRG,AGRWTH,M,Feb-66,0.0
50,34392,CAN,CPI,ENRG,AGRWTH,M,Mar-66,0.8928571
51,34393,CAN,CPI,ENRG,AGRWTH,M,Apr-66,1.785714
52,34394,CAN,CPI,ENRG,AGRWTH,M,May-66,0.8849558
53,34395,CAN,CPI,ENRG,AGRWTH,M,Jun-66,0.8849558
54,34396,CAN,CPI,ENRG,AGRWTH,M,Jul-66,1.785714
55,34397,CAN,CPI,ENRG,AGRWTH,M,Aug-66,1.785714
56,34398,CAN,CPI,ENRG,AGRWTH,M,Sep-66,0.8849558
57,34399,CAN,CPI,ENRG,AGRWTH,M,Oct-66,1.769912
58,34400,CAN,CPI,ENRG,AGRWTH,M,Nov-66,1.769912
59,34401,CAN,CPI,ENRG,AGRWTH,M,Dec-66,1.769912
60,34402,CAN,CPI,ENRG,AGRWTH,M,Jan-67,1.769912
61,34403,CAN,CPI,ENRG,AGRWTH,M,Feb-67,1.769912
62,34404,CAN,CPI,ENRG,AGRWTH,M,Mar-67,2.654867
63,34405,CAN,CPI,ENRG,AGRWTH,M,Apr-67,4.385965
64,34406,CAN,CPI,ENRG,AGRWTH,M,May-67,5.263158
65,34407,CAN,CPI,ENRG,AGRWTH,M,Jun-67,5.263158
66,34408,CAN,CPI,ENRG,AGRWTH,M,Jul-67,5.263158
67,34409,CAN,CPI,ENRG,AGRWTH,M,Aug-67,4.385965
68,34410,CAN,CPI,ENRG,AGRWTH,M,Sep-67,4.385965
69,34411,CAN,CPI,ENRG,AGRWTH,M,Oct-67,3.478261
70,34412,CAN,CPI,ENRG,AGRWTH,M,Nov-67,3.478261
71,34413,CAN,CPI,ENRG,AGRWTH,M,Dec-67,3.478261
72,34414,CAN,CPI,ENRG,AGRWTH,M,Jan-68,4.347826
73,34415,CAN,CPI,ENRG,AGRWTH,M,Feb-68,4.347826
74,34416,CAN,CPI,ENRG,AGRWTH,M,Mar-68,4.310345
75,34417,CAN,CPI,ENRG,AGRWTH,M,Apr-68,2.521008
76,34418,CAN,CPI,ENRG,AGRWTH,M,May-68,2.5
77,34419,CAN,CPI,ENRG,AGRWTH,M,Jun-68,2.5
78,34420,CAN,CPI,ENRG,AGRWTH,M,Jul-68,2.5
79,34421,CAN,CPI,ENRG,AGRWTH,M,Aug-68,4.201681
80,34422,CAN,CPI,ENRG,AGRWTH,M,Sep-68,4.201681
81,34423,CAN,CPI,ENRG,AGRWTH,M,Oct-68,4.201681
82,34424,CAN,CPI,ENRG,AGRWTH,M,Nov-68,4.201681
83,34425,CAN,CPI,ENRG,AGRWTH,M,Dec-68,4.201681
84,34426,CAN,CPI,ENRG,AGRWTH,M,Jan-69,4.166667
85,34427,CAN,CPI,ENRG,AGRWTH,M,Feb-69,4.166667
86,34428,CAN,CPI,ENRG,AGRWTH,M,Mar-69,3.305785
87,34429,CAN,CPI,ENRG,AGRWTH,M,Apr-69,2.459016
88,34430,CAN,CPI,ENRG,AGRWTH,M,May-69,1.626016
89,34431,CAN,CPI,ENRG,AGRWTH,M,Jun-69,1.626016
90,34432,CAN,CPI,ENRG,AGRWTH,M,Jul-69,1.626016
91,34433,CAN,CPI,ENRG,AGRWTH,M,Aug-69,1.612903
92,34434,CAN,CPI,ENRG,AGRWTH,M,Sep-69,2.419355
93,34435,CAN,CPI,ENRG,AGRWTH,M,Oct-69,2.419355
94,34436,CAN,CPI,ENRG,AGRWTH,M,Nov-69,2.419355
95,34437,CAN,CPI,ENRG,AGRWTH,M,Dec-69,2.419355
96,34438,CAN,CPI,ENRG,AGRWTH,M,Jan-70,1.6
97,34439,CAN,CPI,ENRG,AGRWTH,M,Feb-70,1.6
98,34440,CAN,CPI,ENRG,AGRWTH,M,Mar-70,4.0
99,34441,CAN,CPI,ENRG,AGRWTH,M,Apr-70,4.0
100,34442,CAN,CPI,ENRG,AGRWTH,M,May-70,4.0
101,34443,CAN,CPI,ENRG,AGRWTH,M,Jun-70,4.0
102,34444,CAN,CPI,ENRG,AGRWTH,M,Jul-70,4.0
103,34445,CAN,CPI,ENRG,AGRWTH,M,Aug-70,3.174603
104,34446,CAN,CPI,ENRG,AGRWTH,M,Sep-70,2.362205
105,34447,CAN,CPI,ENRG,AGRWTH,M,Oct-70,2.362205
106,34448,CAN,CPI,ENRG,AGRWTH,M,Nov-70,3.149606
107,34449,CAN,CPI,ENRG,AGRWTH,M,Dec-70,3.149606
108,34450,CAN,CPI,ENRG,AGRWTH,M,Jan-71,3.937008
109,34451,CAN,CPI,ENRG,AGRWTH,M,Feb-71,4.72441
110,34452,CAN,CPI,ENRG,AGRWTH,M,Mar-71,2.307692
111,34453,CAN,CPI,ENRG,AGRWTH,M,Apr-71,5.384615
112,34454,CAN,CPI,ENRG,AGRWTH,M,May-71,5.384615
113,34455,CAN,CPI,ENRG,AGRWTH,M,Jun-71,5.384615
114,34456,CAN,CPI,ENRG,AGRWTH,M,Jul-71,5.384615
115,34457,CAN,CPI,ENRG,AGRWTH,M,Aug-71,5.384615
116,34458,CAN,CPI,ENRG,AGRWTH,M,Sep-71,5.384615
117,34459,CAN,CPI,ENRG,AGRWTH,M,Oct-71,5.384615
118,34460,CAN,CPI,ENRG,AGRWTH,M,Nov-71,5.343512
119,34461,CAN,CPI,ENRG,AGRWTH,M,Dec-71,5.343512
120,34462,CAN,CPI,ENRG,AGRWTH,M,Jan-72,5.30303
121,34463,CAN,CPI,ENRG,AGRWTH,M,Feb-72,4.511278
122,34464,CAN,CPI,ENRG,AGRWTH,M,Mar-72,5.263158
123,34465,CAN,CPI,ENRG,AGRWTH,M,Apr-72,2.189781
124,34466,CAN,CPI,ENRG,AGRWTH,M,May-72,2.189781
125,34467,CAN,CPI,ENRG,AGRWTH,M,Jun-72,2.189781
126,34468,CAN,CPI,ENRG,AGRWTH,M,Jul-72,2.189781
127,34469,CAN,CPI,ENRG,AGRWTH,M,Aug-72,2.189781
128,34470,CAN,CPI,ENRG,AGRWTH,M,Sep-72,2.189781
129,34471,CAN,CPI,ENRG,AGRWTH,M,Oct-72,2.189781
130,34472,CAN,CPI,ENRG,AGRWTH,M,Nov-72,1.449275
131,34473,CAN,CPI,ENRG,AGRWTH,M,Dec-72,1.449275
132,34474,CAN,CPI,ENRG,AGRWTH,M,Jan-73,3.597122
133,34475,CAN,CPI,ENRG,AGRWTH,M,Feb-73,5.035971
134,34476,CAN,CPI,ENRG,AGRWTH,M,Mar-73,4.285714
135,34477,CAN,CPI,ENRG,AGRWTH,M,Apr-73,4.285714
136,34478,CAN,CPI,ENRG,AGRWTH,M,May-73,5.714286
137,34479,CAN,CPI,ENRG,AGRWTH,M,Jun-73,7.142857
138,34480,CAN,CPI,ENRG,AGRWTH,M,Jul-73,8.571428
139,34481,CAN,CPI,ENRG,AGRWTH,M,Aug-73,11.42857
140,34482,CAN,CPI,ENRG,AGRWTH,M,Sep-73,12.14286
141,34483,CAN,CPI,ENRG,AGRWTH,M,Oct-73,13.57143
142,34484,CAN,CPI,ENRG,AGRWTH,M,Nov-73,15.0
143,34485,CAN,CPI,ENRG,AGRWTH,M,Dec-73,18.57143
144,34486,CAN,CPI,ENRG,AGRWTH,M,Jan-74,15.27778
145,34487,CAN,CPI,ENRG,AGRWTH,M,Feb-74,13.69863
146,34488,CAN,CPI,ENRG,AGRWTH,M,Mar-74,13.69863
147,34489,CAN,CPI,ENRG,AGRWTH,M,Apr-74,13.69863
148,34490,CAN,CPI,ENRG,AGRWTH,M,May-74,18.91892
149,34491,CAN,CPI,ENRG,AGRWTH,M,Jun-74,20.66667
150,34492,CAN,CPI,ENRG,AGRWTH,M,Jul-74,19.07895
151,34493,CAN,CPI,ENRG,AGRWTH,M,Aug-74,16.02564
152,34494,CAN,CPI,ENRG,AGRWTH,M,Sep-74,15.28662
153,34495,CAN,CPI,ENRG,AGRWTH,M,Oct-74,13.83648
154,34496,CAN,CPI,ENRG,AGRWTH,M,Nov-74,12.42236
155,34497,CAN,CPI,ENRG,AGRWTH,M,Dec-74,9.638555
156,34498,CAN,CPI,ENRG,AGRWTH,M,Jan-75,11.44578
157,34499,CAN,CPI,ENRG,AGRWTH,M,Feb-75,11.44578
158,34500,CAN,CPI,ENRG,AGRWTH,M,Mar-75,13.85542
159,34501,CAN,CPI,ENRG,AGRWTH,M,Apr-75,14.45783
160,34502,CAN,CPI,ENRG,AGRWTH,M,May-75,8.522727
161,34503,CAN,CPI,ENRG,AGRWTH,M,Jun-75,5.524862
162,34504,CAN,CPI,ENRG,AGRWTH,M,Jul-75,12.70718
163,34505,CAN,CPI,ENRG,AGRWTH,M,Aug-75,14.36464
164,34506,CAN,CPI,ENRG,AGRWTH,M,Sep-75,16.57458
165,34507,CAN,CPI,ENRG,AGRWTH,M,Oct-75,16.57458
166,34508,CAN,CPI,ENRG,AGRWTH,M,Nov-75,18.78453
167,34509,CAN,CPI,ENRG,AGRWTH,M,Dec-75,19.78022
168,34510,CAN,CPI,ENRG,AGRWTH,M,Jan-76,20.0
169,34511,CAN,CPI,ENRG,AGRWTH,M,Feb-76,21.08108
170,34512,CAN,CPI,ENRG,AGRWTH,M,Mar-76,19.04762
171,34513,CAN,CPI,ENRG,AGRWTH,M,Apr-76,18.42105
172,34514,CAN,CPI,ENRG,AGRWTH,M,May-76,18.32461
173,34515,CAN,CPI,ENRG,AGRWTH,M,Jun-76,19.37173
174,34516,CAN,CPI,ENRG,AGRWTH,M,Jul-76,11.76471
175,34517,CAN,CPI,ENRG,AGRWTH,M,Aug-76,10.14493
176,34518,CAN,CPI,ENRG,AGRWTH,M,Sep-76,12.79621
177,34519,CAN,CPI,ENRG,AGRWTH,M,Oct-76,14.21801
178,34520,CAN,CPI,ENRG,AGRWTH,M,Nov-76,11.62791
179,34521,CAN,CPI,ENRG,AGRWTH,M,Dec-76,10.09174
180,34522,CAN,CPI,ENRG,AGRWTH,M,Jan-77,10.36036
181,34523,CAN,CPI,ENRG,AGRWTH,M,Feb-77,9.375
182,34524,CAN,CPI,ENRG,AGRWTH,M,Mar-77,13.33333
183,34525,CAN,CPI,ENRG,AGRWTH,M,Apr-77,14.22222
184,34526,CAN,CPI,ENRG,AGRWTH,M,May-77,14.15929
185,34527,CAN,CPI,ENRG,AGRWTH,M,Jun-77,13.1579
186,34528,CAN,CPI,ENRG,AGRWTH,M,Jul-77,13.1579
187,34529,CAN,CPI,ENRG,AGRWTH,M,Aug-77,13.1579
188,34530,CAN,CPI,ENRG,AGRWTH,M,Sep-77,11.34454
189,34531,CAN,CPI,ENRG,AGRWTH,M,Oct-77,10.78838
190,34532,CAN,CPI,ENRG,AGRWTH,M,Nov-77,11.66667
191,34533,CAN,CPI,ENRG,AGRWTH,M,Dec-77,11.25
192,34534,CAN,CPI,ENRG,AGRWTH,M,Jan-78,9.387755
193,34535,CAN,CPI,ENRG,AGRWTH,M,Feb-78,10.61224
194,34536,CAN,CPI,ENRG,AGRWTH,M,Mar-78,10.19608
195,34537,CAN,CPI,ENRG,AGRWTH,M,Apr-78,8.949416
196,34538,CAN,CPI,ENRG,AGRWTH,M,May-78,8.527132
197,34539,CAN,CPI,ENRG,AGRWTH,M,Jun-78,8.139535
198,34540,CAN,CPI,ENRG,AGRWTH,M,Jul-78,8.527132
199,34541,CAN,CPI,ENRG,AGRWTH,M,Aug-78,10.07752
200,34542,CAN,CPI,ENRG,AGRWTH,M,Sep-78,9.81132
201,34543,CAN,CPI,ENRG,AGRWTH,M,Oct-78,8.988764
202,34544,CAN,CPI,ENRG,AGRWTH,M,Nov-78,8.582089
203,34545,CAN,CPI,ENRG,AGRWTH,M,Dec-78,9.737827
204,34546,CAN,CPI,ENRG,AGRWTH,M,Jan-79,11.56716
205,34547,CAN,CPI,ENRG,AGRWTH,M,Feb-79,10.70111
206,34548,CAN,CPI,ENRG,AGRWTH,M,Mar-79,6.761566
207,34549,CAN,CPI,ENRG,AGRWTH,M,Apr-79,7.857143
208,34550,CAN,CPI,ENRG,AGRWTH,M,May-79,8.214286
209,34551,CAN,CPI,ENRG,AGRWTH,M,Jun-79,8.602151
210,34552,CAN,CPI,ENRG,AGRWTH,M,Jul-79,9.285714
211,34553,CAN,CPI,ENRG,AGRWTH,M,Aug-79,8.098592
212,34554,CAN,CPI,ENRG,AGRWTH,M,Sep-79,9.965635
213,34555,CAN,CPI,ENRG,AGRWTH,M,Oct-79,10.99656
214,34556,CAN,CPI,ENRG,AGRWTH,M,Nov-79,12.02749
215,34557,CAN,CPI,ENRG,AGRWTH,M,Dec-79,12.62799
216,34558,CAN,CPI,ENRG,AGRWTH,M,Jan-80,12.37458
217,34559,CAN,CPI,ENRG,AGRWTH,M,Feb-80,12.33333
218,34560,CAN,CPI,ENRG,AGRWTH,M,Mar-80,15.33333
219,34561,CAN,CPI,ENRG,AGRWTH,M,Apr-80,15.56291
220,34562,CAN,CPI,ENRG,AGRWTH,M,May-80,15.51155
221,34563,CAN,CPI,ENRG,AGRWTH,M,Jun-80,16.17162
222,34564,CAN,CPI,ENRG,AGRWTH,M,Jul-80,16.33987
223,34565,CAN,CPI,ENRG,AGRWTH,M,Aug-80,17.26384
224,34566,CAN,CPI,ENRG,AGRWTH,M,Sep-80,12.5
225,34567,CAN,CPI,ENRG,AGRWTH,M,Oct-80,18.57585
226,34568,CAN,CPI,ENRG,AGRWTH,M,Nov-80,20.55215
227,34569,CAN,CPI,ENRG,AGRWTH,M,Dec-80,19.39394
228,34570,CAN,CPI,ENRG,AGRWTH,M,Jan-81,24.70238
229,34571,CAN,CPI,ENRG,AGRWTH,M,Feb-81,24.92582
230,34572,CAN,CPI,ENRG,AGRWTH,M,Mar-81,27.45665
231,34573,CAN,CPI,ENRG,AGRWTH,M,Apr-81,26.36103
232,34574,CAN,CPI,ENRG,AGRWTH,M,May-81,28.85714
233,34575,CAN,CPI,ENRG,AGRWTH,M,Jun-81,34.375
234,34576,CAN,CPI,ENRG,AGRWTH,M,Jul-81,34.26966
235,34577,CAN,CPI,ENRG,AGRWTH,M,Aug-81,33.33333
236,34578,CAN,CPI,ENRG,AGRWTH,M,Sep-81,37.5
237,34579,CAN,CPI,ENRG,AGRWTH,M,Oct-81,30.5483
238,34580,CAN,CPI,ENRG,AGRWTH,M,Nov-81,27.22646
239,34581,CAN,CPI,ENRG,AGRWTH,M,Dec-81,30.45685
240,34582,CAN,CPI,ENRG,AGRWTH,M,Jan-82,24.10501
241,34583,CAN,CPI,ENRG,AGRWTH,M,Feb-82,23.75297
242,34584,CAN,CPI,ENRG,AGRWTH,M,Mar-82,24.4898
243,34585,CAN,CPI,ENRG,AGRWTH,M,Apr-82,24.94331
244,34586,CAN,CPI,ENRG,AGRWTH,M,May-82,23.72506
245,34587,CAN,CPI,ENRG,AGRWTH,M,Jun-82,18.18182
246,34588,CAN,CPI,ENRG,AGRWTH,M,Jul-82,16.94561
247,34589,CAN,CPI,ENRG,AGRWTH,M,Aug-82,17.5
248,34590,CAN,CPI,ENRG,AGRWTH,M,Sep-82,18.9899
249,34591,CAN,CPI,ENRG,AGRWTH,M,Oct-82,16.4
250,34592,CAN,CPI,ENRG,AGRWTH,M,Nov-82,17.2
251,34593,CAN,CPI,ENRG,AGRWTH,M,Dec-82,14.00778
252,34594,CAN,CPI,ENRG,AGRWTH,M,Jan-83,10.96154
253,34595,CAN,CPI,ENRG,AGRWTH,M,Feb-83,8.637236
254,34596,CAN,CPI,ENRG,AGRWTH,M,Mar-83,11.65756
255,34597,CAN,CPI,ENRG,AGRWTH,M,Apr-83,6.170599
256,34598,CAN,CPI,ENRG,AGRWTH,M,May-83,1.25448
257,34599,CAN,CPI,ENRG,AGRWTH,M,Jun-83,10.19678
258,34600,CAN,CPI,ENRG,AGRWTH,M,Jul-83,11.27013
259,34601,CAN,CPI,ENRG,AGRWTH,M,Aug-83,10.99291
260,34602,CAN,CPI,ENRG,AGRWTH,M,Sep-83,5.942275
261,34603,CAN,CPI,ENRG,AGRWTH,M,Oct-83,6.185567
262,34604,CAN,CPI,ENRG,AGRWTH,M,Nov-83,4.607509
263,34605,CAN,CPI,ENRG,AGRWTH,M,Dec-83,6.143345
264,34606,CAN,CPI,ENRG,AGRWTH,M,Jan-84,10.39861
265,34607,CAN,CPI,ENRG,AGRWTH,M,Feb-84,13.07421
266,34608,CAN,CPI,ENRG,AGRWTH,M,Mar-84,2.120718
267,34609,CAN,CPI,ENRG,AGRWTH,M,Apr-84,7.350427
268,34610,CAN,CPI,ENRG,AGRWTH,M,May-84,10.44248
269,34611,CAN,CPI,ENRG,AGRWTH,M,Jun-84,2.272727
270,34612,CAN,CPI,ENRG,AGRWTH,M,Jul-84,3.054662
271,34613,CAN,CPI,ENRG,AGRWTH,M,Aug-84,1.118211
272,34614,CAN,CPI,ENRG,AGRWTH,M,Sep-84,1.923077
273,34615,CAN,CPI,ENRG,AGRWTH,M,Oct-84,2.912621
274,34616,CAN,CPI,ENRG,AGRWTH,M,Nov-84,6.688417
275,34617,CAN,CPI,ENRG,AGRWTH,M,Dec-84,6.270096
276,34618,CAN,CPI,ENRG,AGRWTH,M,Jan-85,5.494505
277,34619,CAN,CPI,ENRG,AGRWTH,M,Feb-85,4.6875
278,34620,CAN,CPI,ENRG,AGRWTH,M,Mar-85,7.028754
279,34621,CAN,CPI,ENRG,AGRWTH,M,Apr-85,6.687898
280,34622,CAN,CPI,ENRG,AGRWTH,M,May-85,7.371795
281,34623,CAN,CPI,ENRG,AGRWTH,M,Jun-85,6.031746
282,34624,CAN,CPI,ENRG,AGRWTH,M,Jul-85,2.964118
283,34625,CAN,CPI,ENRG,AGRWTH,M,Aug-85,4.581358
284,34626,CAN,CPI,ENRG,AGRWTH,M,Sep-85,6.446541
285,34627,CAN,CPI,ENRG,AGRWTH,M,Oct-85,7.075472
286,34628,CAN,CPI,ENRG,AGRWTH,M,Nov-85,4.740061
287,34629,CAN,CPI,ENRG,AGRWTH,M,Dec-85,4.08472
288,34630,CAN,CPI,ENRG,AGRWTH,M,Jan-86,3.273809
289,34631,CAN,CPI,ENRG,AGRWTH,M,Feb-86,3.58209
290,34632,CAN,CPI,ENRG,AGRWTH,M,Mar-86,0.1492537
291,34633,CAN,CPI,ENRG,AGRWTH,M,Apr-86,-6.567164
292,34634,CAN,CPI,ENRG,AGRWTH,M,May-86,-8.955224
293,34635,CAN,CPI,ENRG,AGRWTH,M,Jun-86,-8.982036
294,34636,CAN,CPI,ENRG,AGRWTH,M,Jul-86,-8.181818
295,34637,CAN,CPI,ENRG,AGRWTH,M,Aug-86,-8.76133
296,34638,CAN,CPI,ENRG,AGRWTH,M,Sep-86,-11.96455
297,34639,CAN,CPI,ENRG,AGRWTH,M,Oct-86,-13.21586
298,34640,CAN,CPI,ENRG,AGRWTH,M,Nov-86,-12.84671
299,34641,CAN,CPI,ENRG,AGRWTH,M,Dec-86,-12.93605
300,34642,CAN,CPI,ENRG,AGRWTH,M,Jan-87,-12.53602
301,34643,CAN,CPI,ENRG,AGRWTH,M,Feb-87,-10.66282
302,34644,CAN,CPI,ENRG,AGRWTH,M,Mar-87,-5.812221
303,34645,CAN,CPI,ENRG,AGRWTH,M,Apr-87,1.597444
304,34646,CAN,CPI,ENRG,AGRWTH,M,May-87,4.426229
305,34647,CAN,CPI,ENRG,AGRWTH,M,Jun-87,5.921052
306,34648,CAN,CPI,ENRG,AGRWTH,M,Jul-87,6.765676
307,34649,CAN,CPI,ENRG,AGRWTH,M,Aug-87,7.615894
308,34650,CAN,CPI,ENRG,AGRWTH,M,Sep-87,9.899329
309,34651,CAN,CPI,ENRG,AGRWTH,M,Oct-87,10.49069
310,34652,CAN,CPI,ENRG,AGRWTH,M,Nov-87,9.715243
311,34653,CAN,CPI,ENRG,AGRWTH,M,Dec-87,9.348915
312,34654,CAN,CPI,ENRG,AGRWTH,M,Jan-88,7.907743
313,34655,CAN,CPI,ENRG,AGRWTH,M,Feb-88,4.193548
314,34656,CAN,CPI,ENRG,AGRWTH,M,Mar-88,1.424051
315,34657,CAN,CPI,ENRG,AGRWTH,M,Apr-88,1.886792
316,34658,CAN,CPI,ENRG,AGRWTH,M,May-88,2.66876
317,34659,CAN,CPI,ENRG,AGRWTH,M,Jun-88,1.242236
318,34660,CAN,CPI,ENRG,AGRWTH,M,Jul-88,0.927357
319,34661,CAN,CPI,ENRG,AGRWTH,M,Aug-88,-1.230769
320,34662,CAN,CPI,ENRG,AGRWTH,M,Sep-88,-1.832061
321,34663,CAN,CPI,ENRG,AGRWTH,M,Oct-88,-2.143951
322,34664,CAN,CPI,ENRG,AGRWTH,M,Nov-88,-3.358779
323,34665,CAN,CPI,ENRG,AGRWTH,M,Dec-88,-3.664122
324,34666,CAN,CPI,ENRG,AGRWTH,M,Jan-89,-2.900763
325,34667,CAN,CPI,ENRG,AGRWTH,M,Feb-89,-0.9287926
326,34668,CAN,CPI,ENRG,AGRWTH,M,Mar-89,0.4680187
327,34669,CAN,CPI,ENRG,AGRWTH,M,Apr-89,0.308642
328,34670,CAN,CPI,ENRG,AGRWTH,M,May-89,3.211009
329,34671,CAN,CPI,ENRG,AGRWTH,M,Jun-89,4.141104
330,34672,CAN,CPI,ENRG,AGRWTH,M,Jul-89,4.287902
331,34673,CAN,CPI,ENRG,AGRWTH,M,Aug-89,6.074766
332,34674,CAN,CPI,ENRG,AGRWTH,M,Sep-89,5.754277
333,34675,CAN,CPI,ENRG,AGRWTH,M,Oct-89,6.103286
334,34676,CAN,CPI,ENRG,AGRWTH,M,Nov-89,7.582938
335,34677,CAN,CPI,ENRG,AGRWTH,M,Dec-89,7.448494
336,34678,CAN,CPI,ENRG,AGRWTH,M,Jan-90,9.119497
337,34679,CAN,CPI,ENRG,AGRWTH,M,Feb-90,9.6875
338,34680,CAN,CPI,ENRG,AGRWTH,M,Mar-90,9.937888
339,34681,CAN,CPI,ENRG,AGRWTH,M,Apr-90,9.846154
340,34682,CAN,CPI,ENRG,AGRWTH,M,May-90,6.962963
341,34683,CAN,CPI,ENRG,AGRWTH,M,Jun-90,6.921944
342,34684,CAN,CPI,ENRG,AGRWTH,M,Jul-90,6.314244
343,34685,CAN,CPI,ENRG,AGRWTH,M,Aug-90,6.60793
344,34686,CAN,CPI,ENRG,AGRWTH,M,Sep-90,7.941176
345,34687,CAN,CPI,ENRG,AGRWTH,M,Oct-90,13.12684
346,34688,CAN,CPI,ENRG,AGRWTH,M,Nov-90,16.4464
347,34689,CAN,CPI,ENRG,AGRWTH,M,Dec-90,16.81416
348,34690,CAN,CPI,ENRG,AGRWTH,M,Jan-91,19.02017
349,34691,CAN,CPI,ENRG,AGRWTH,M,Feb-91,10.96866
350,34692,CAN,CPI,ENRG,AGRWTH,M,Mar-91,6.497175
351,34693,CAN,CPI,ENRG,AGRWTH,M,Apr-91,3.781512
352,34694,CAN,CPI,ENRG,AGRWTH,M,May-91,5.67867
353,34695,CAN,CPI,ENRG,AGRWTH,M,Jun-91,5.371901
354,34696,CAN,CPI,ENRG,AGRWTH,M,Jul-91,7.044199
355,34697,CAN,CPI,ENRG,AGRWTH,M,Aug-91,6.473829
356,34698,CAN,CPI,ENRG,AGRWTH,M,Sep-91,5.99455
357,34699,CAN,CPI,ENRG,AGRWTH,M,Oct-91,-0.5215124
358,34700,CAN,CPI,ENRG,AGRWTH,M,Nov-91,-3.783102
359,34701,CAN,CPI,ENRG,AGRWTH,M,Dec-91,-4.79798
360,34702,CAN,CPI,ENRG,AGRWTH,M,Jan-92,-6.053269
361,34703,CAN,CPI,ENRG,AGRWTH,M,Feb-92,-2.952503
362,34704,CAN,CPI,ENRG,AGRWTH,M,Mar-92,-0.397878
363,34705,CAN,CPI,ENRG,AGRWTH,M,Apr-92,1.48448
364,34706,CAN,CPI,ENRG,AGRWTH,M,May-92,0.0
365,34707,CAN,CPI,ENRG,AGRWTH,M,Jun-92,1.30719
366,34708,CAN,CPI,ENRG,AGRWTH,M,Jul-92,1.935484
