,index,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,CPI
732,194293,CAN,CPI,ENRG,IDX2015,M,Jan-61,7.694452
733,194294,CAN,CPI,ENRG,IDX2015,M,Feb-61,7.694452
734,194295,CAN,CPI,ENRG,IDX2015,M,Mar-61,7.694452
735,194296,CAN,CPI,ENRG,IDX2015,M,Apr-61,7.694452
736,194297,CAN,CPI,ENRG,IDX2015,M,May-61,7.627544
737,194298,CAN,CPI,ENRG,IDX2015,M,Jun-61,7.560636
738,194299,CAN,CPI,ENRG,IDX2015,M,Jul-61,7.627544
739,194300,CAN,CPI,ENRG,IDX2015,M,Aug-61,7.694452
740,194301,CAN,CPI,ENRG,IDX2015,M,Sep-61,7.694452
741,194302,CAN,CPI,ENRG,IDX2015,M,Oct-61,7.694452
742,194303,CAN,CPI,ENRG,IDX2015,M,Nov-61,7.694452
743,194304,CAN,CPI,ENRG,IDX2015,M,Dec-61,7.560636
744,194305,CAN,CPI,ENRG,IDX2015,M,Jan-62,7.694452
745,194306,CAN,CPI,ENRG,IDX2015,M,Feb-62,7.694452
746,194307,CAN,CPI,ENRG,IDX2015,M,Mar-62,7.694452
747,194308,CAN,CPI,ENRG,IDX2015,M,Apr-62,7.627544
748,194309,CAN,CPI,ENRG,IDX2015,M,May-62,7.627544
749,194310,CAN,CPI,ENRG,IDX2015,M,Jun-62,7.627544
750,194311,CAN,CPI,ENRG,IDX2015,M,Jul-62,7.627544
751,194312,CAN,CPI,ENRG,IDX2015,M,Aug-62,7.627544
752,194313,CAN,CPI,ENRG,IDX2015,M,Sep-62,7.627544
753,194314,CAN,CPI,ENRG,IDX2015,M,Oct-62,7.560636
754,194315,CAN,CPI,ENRG,IDX2015,M,Nov-62,7.560636
755,194316,CAN,CPI,ENRG,IDX2015,M,Dec-62,7.560636
756,194317,CAN,CPI,ENRG,IDX2015,M,Jan-63,7.493727
757,194318,CAN,CPI,ENRG,IDX2015,M,Feb-63,7.560636
758,194319,CAN,CPI,ENRG,IDX2015,M,Mar-63,7.493727
759,194320,CAN,CPI,ENRG,IDX2015,M,Apr-63,7.560636
760,194321,CAN,CPI,ENRG,IDX2015,M,May-63,7.560636
761,194322,CAN,CPI,ENRG,IDX2015,M,Jun-63,7.560636
762,194323,CAN,CPI,ENRG,IDX2015,M,Jul-63,7.359911
763,194324,CAN,CPI,ENRG,IDX2015,M,Aug-63,7.493727
764,194325,CAN,CPI,ENRG,IDX2015,M,Sep-63,7.493727
765,194326,CAN,CPI,ENRG,IDX2015,M,Oct-63,7.493727
766,194327,CAN,CPI,ENRG,IDX2015,M,Nov-63,7.493727
767,194328,CAN,CPI,ENRG,IDX2015,M,Dec-63,7.493727
768,194329,CAN,CPI,ENRG,IDX2015,M,Jan-64,7.493727
769,194330,CAN,CPI,ENRG,IDX2015,M,Feb-64,7.493727
770,194331,CAN,CPI,ENRG,IDX2015,M,Mar-64,7.560636
771,194332,CAN,CPI,ENRG,IDX2015,M,Apr-64,7.560636
772,194333,CAN,CPI,ENRG,IDX2015,M,May-64,7.560636
