,LOCATION,SUBJECT,TIME,Value
616,CAN,FOOD,1999,1.05215
617,CAN,FOOD,2000,1.068357
618,CAN,FOOD,2001,4.846367
619,CAN,FOOD,2002,2.52905
620,CAN,FOOD,2003,1.441667
621,CAN,FOOD,2004,1.774419
622,CAN,FOOD,2005,2.292356
623,CAN,FOOD,2006,2.272548
624,CAN,FOOD,2007,2.63097
625,CAN,FOOD,2008,3.93174
626,CAN,FOOD,2009,5.475588
627,CAN,FOOD,2010,0.9463722
628,CAN,FOOD,2011,4.23913
629,CAN,FOOD,2012,2.352711
630,CAN,FOOD,2013,1.088825
631,CAN,FOOD,2014,2.513227
632,CAN,FOOD,2015,4.104455
633,CAN,FOOD,2016,1.015169
634,CAN,FOOD,2017,-1.010809
635,CAN,FOOD,2018,0.8086413
636,CAN,FOOD,2019,3.67703
637,CAN,FOOD,2020,2.400181
638,CAN,FOOD,2021,2.195014
639,CAN,FOOD,2022,9.762547
640,CAN,TOT,1915,2.080444
641,CAN,TOT,1916,8.967391
642,CAN,TOT,1917,17.95511
643,CAN,TOT,1918,13.10782
644,CAN,TOT,1919,9.53271
645,CAN,TOT,1920,16.29693
646,CAN,TOT,1921,-12.10565
647,CAN,TOT,1922,-7.846411
648,CAN,TOT,1923,0.0
649,CAN,TOT,1924,-1.902174
650,CAN,TOT,1925,1.200369
651,CAN,TOT,1926,0.729927
652,CAN,TOT,1927,-1.449275
653,CAN,TOT,1928,0.7352941
654,CAN,TOT,1929,1.00365
655,CAN,TOT,1930,-0.9936766
656,CAN,TOT,1931,-9.854014
657,CAN,TOT,1932,-9.412955
658,CAN,TOT,1933,-4.357542
659,CAN,TOT,1934,1.168224
660,CAN,TOT,1935,0.4618938
661,CAN,TOT,1936,2.068965
662,CAN,TOT,1937,3.603604
663,CAN,TOT,1938,0.5434783
664,CAN,TOT,1939,-0.7567568
665,CAN,TOT,1940,4.248366
666,CAN,TOT,1941,5.956113
667,CAN,TOT,1942,4.635108
668,CAN,TOT,1943,2.167766
669,CAN,TOT,1944,0.6457565
670,CAN,TOT,1945,0.6416132
671,CAN,TOT,1946,3.096539
672,CAN,TOT,1947,9.010601
673,CAN,TOT,1948,14.26256
674,CAN,TOT,1949,3.475177
675,CAN,TOT,1950,2.673064
676,CAN,TOT,1951,10.5474
677,CAN,TOT,1952,2.596618
678,CAN,TOT,1953,-1.000589
679,CAN,TOT,1954,0.6539834
680,CAN,TOT,1955,0.1772002
681,CAN,TOT,1956,1.356132
682,CAN,TOT,1957,3.315881
683,CAN,TOT,1958,2.364865
684,CAN,TOT,1959,1.210121
685,CAN,TOT,1960,1.358696
686,CAN,TOT,1961,1.018767
687,CAN,TOT,1962,1.061571
688,CAN,TOT,1963,1.628151
689,CAN,TOT,1964,1.912145
690,CAN,TOT,1965,2.332657
691,CAN,TOT,1966,3.815659
692,CAN,TOT,1967,3.579952
693,CAN,TOT,1968,4.0553
694,CAN,TOT,1969,4.561559
695,CAN,TOT,1970,3.34604
696,CAN,TOT,1971,2.704918
697,CAN,TOT,1972,4.988029
698,CAN,TOT,1973,7.487647
699,CAN,TOT,1974,10.99717
700,CAN,TOT,1975,10.67219
701,CAN,TOT,1976,7.541739
702,CAN,TOT,1977,7.976445
703,CAN,TOT,1978,8.973723
704,CAN,TOT,1979,9.144677
705,CAN,TOT,1980,10.12922
706,CAN,TOT,1981,12.47161
707,CAN,TOT,1982,10.76897
708,CAN,TOT,1983,5.863588
709,CAN,TOT,1984,4.304778
710,CAN,TOT,1985,3.962031
711,CAN,TOT,1986,4.194786
712,CAN,TOT,1987,4.356109
713,CAN,TOT,1988,4.028234
714,CAN,TOT,1989,4.983622
715,CAN,TOT,1990,4.780477
716,CAN,TOT,1991,5.625864
717,CAN,TOT,1992,1.490133
718,CAN,TOT,1993,1.865079
719,CAN,TOT,1994,0.1655629
720,CAN,TOT,1995,2.14876
721,CAN,TOT,1996,1.570531
722,CAN,TOT,1997,1.621216
723,CAN,TOT,1998,0.9959425
724,CAN,TOT,1999,1.734843
725,CAN,TOT,2000,2.71944
726,CAN,TOT,2001,2.52512
727,CAN,TOT,2002,2.258394
728,CAN,TOT,2003,2.758563
729,CAN,TOT,2004,1.857259
730,CAN,TOT,2005,2.213552
731,CAN,TOT,2006,2.002025
732,CAN,TOT,2007,2.138384
733,CAN,TOT,2008,2.370271
734,CAN,TOT,2009,0.2994668
735,CAN,TOT,2010,1.776872
736,CAN,TOT,2011,2.912135
737,CAN,TOT,2012,1.515678
738,CAN,TOT,2013,0.9382919
739,CAN,TOT,2014,1.906636
740,CAN,TOT,2015,1.125241
741,CAN,TOT,2016,1.42876
742,CAN,TOT,2017,1.596884
743,CAN,TOT,2018,2.268226
744,CAN,TOT,2019,1.949269
745,CAN,TOT,2020,0.7169997
746,CAN,TOT,2021,3.395193
747,CAN,TOT,2022,6.802801
