,LOCATION,INDICATOR,SUBJECT,MEASURE,TIME,Value
1452,CAN,CPI,FOOD,IDX2015,Jan-2021,107.4426
1453,CAN,CPI,FOOD,IDX2015,Feb-2021,108.08
1454,CAN,CPI,FOOD,IDX2015,Mar-2021,108.0092
1455,CAN,CPI,FOOD,IDX2015,Apr-2021,107.6551
1456,CAN,CPI,FOOD,IDX2015,May-2021,108.7883
1457,CAN,CPI,FOOD,IDX2015,Jun-2021,108.9299
1458,CAN,CPI,FOOD,IDX2015,Jul-2021,109.3549
1459,CAN,CPI,FOOD,IDX2015,Aug-2021,109.5674
1460,CAN,CPI,FOOD,IDX2015,Sep-2021,110.0632
1461,CAN,CPI,FOOD,IDX2015,Oct-2021,110.3465
1462,CAN,CPI,FOOD,IDX2015,Nov-2021,111.6921
1463,CAN,CPI,FOOD,IDX2015,Dec-2021,112.4712
1464,CAN,CPI,FOOD,IDX2015,Jan-2022,114.3835
1465,CAN,CPI,FOOD,IDX2015,Feb-2022,116.0833
1466,CAN,CPI,FOOD,IDX2015,Mar-2022,117.3582
1467,CAN,CPI,FOOD,IDX2015,Apr-2022,118.1373
1468,CAN,CPI,FOOD,IDX2015,May-2022,119.3413
1469,CAN,CPI,FOOD,IDX2015,Jun-2022,119.1997
1470,CAN,CPI,FOOD,IDX2015,Jul-2022,120.1912
1471,CAN,CPI,FOOD,IDX2015,Aug-2022,121.3953
1472,CAN,CPI,FOOD,IDX2015,Sep-2022,122.5993
1473,CAN,CPI,FOOD,IDX2015,Oct-2022,122.5285
1474,CAN,CPI,FOOD,IDX2015,Nov-2022,124.4408
1475,CAN,CPI,FOOD,IDX2015,Dec-2022,124.8657
